Question,Company,Category,Complexity,Experience Level,Years of Experience
How would you set up a measurement framework for Host tools at Airbnb to track support ticket volume? Include event taxonomy and A/B testing plan for workflow automation.,Airbnb,Leadership Behavioral,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy insights feature in Trust at Airbnb. How do you mitigate risk to churn and inform legal?,Airbnb,Behavioral Data-driven,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve ML ranking for Listings under global rollout risk? Which metrics (average order value, query success rate) prove success?",Airbnb,Behavioral Collaboration,Easy,Principal/Director,10+
"Design an MVP to boost CAC for Reviews at Airbnb focusing on content moderation. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Leadership Execution,Easy,Principal/Director,10+
Prioritize a roadmap for knowledge base at Airbnb's Host tools. How do you balance speed vs quality? click-through rate.,Airbnb,Remote,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign onboarding in Listings to reduce latency p95.,Airbnb,Metrics Data,Easy,Principal/Director,10+
"At Airbnb, scale search for Reviews to new regions with global rollout risk. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Airbnb,General Product sense,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CSAT? Include event taxonomy and A/B testing plan for notifications.,Airbnb,Behavioral Prioritization,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy payments feature in Trust at Airbnb. How do you mitigate risk to query success rate and inform finance?,Airbnb,General Communication,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve trust & safety for Listings under seasonality spikes? Which metrics (latency p95, refund rate) prove success?",Airbnb,Analytical Problem-solving,Easy,Principal/Director,10+
"Design an MVP to boost refund rate for Reviews at Airbnb focusing on ads quality. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Crisis Management Strategy,Easy,Principal/Director,10+
Prioritize a roadmap for creator tools at Airbnb's Host tools. How do you balance speed vs quality? DAU/MAU.,Airbnb,Growth Strategy,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign data privacy in Listings to reduce DAU/MAU.,Airbnb,Product Launch Go-to-market,Medium,Principal/Director,10+
"At Airbnb, scale internationalization for Reviews to new regions with seasonality spikes. What KPIs (session length, churn) and review cadence would you set?",Airbnb,AB Testing Metrics Trade-off Analysis,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track fill rate? Include event taxonomy and A/B testing plan for reliability.,Airbnb,Product sense Engagement,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy security feature in Trust at Airbnb. How do you mitigate risk to support ticket volume and inform sales?,Airbnb,Pricing System Design,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve mobile performance for Listings under strict privacy rules? Which metrics (time-to-first-action, conversion rate) prove success?",Airbnb,Metrics Analysis Problem-solving,Medium,Principal/Director,10+
"Design an MVP to boost churn for Reviews at Airbnb focusing on growth loops. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Product sense Strategy,Medium,Principal/Director,10+
Prioritize a roadmap for conversion funnels at Airbnb's Host tools. How do you balance speed vs quality? average order value.,Airbnb,Product sense Prioritization,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign A/B testing in Listings to reduce NPS.,Airbnb,Product sense Problem-solving,Medium,Principal/Director,10+
"At Airbnb, scale accessibility for Reviews to new regions with strict privacy rules. What KPIs (upsell rate, CAC) and review cadence would you set?",Airbnb,AB Testing Growth,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track activation rate? Include event taxonomy and A/B testing plan for SEO.,Airbnb,Strategy Product vision,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy fraud detection feature in Trust at Airbnb. How do you mitigate risk to CSAT and inform data science?,Airbnb,System Design,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve pricing & packaging for Listings under global rollout risk? Which metrics (LTV, ARPU) prove success?",Airbnb,Product Sense,Medium,Principal/Director,10+
"Design an MVP to boost query success rate for Reviews at Airbnb focusing on subscriptions. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Launch,Medium,Principal/Director,10+
Prioritize a roadmap for self-serve at Airbnb's Host tools. How do you balance speed vs quality? latency p95.,Airbnb,Pricing,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign analytics in Listings to reduce session length.,Airbnb,Product Health,Medium,Principal/Director,10+
"At Airbnb, scale insights for Reviews to new regions with global rollout risk. What KPIs (NPS, error rate) and review cadence would you set?",Airbnb,AB Testing,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track ARPU? Include event taxonomy and A/B testing plan for ML ranking.,Airbnb,Strategic,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy knowledge base feature in Trust at Airbnb. How do you mitigate risk to fill rate and inform ops?,Airbnb,Metrics,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve customer support for Listings under seasonality spikes? Which metrics (successful payments, fill rate) prove success?",Airbnb,Growth,Medium,Principal/Director,10+
"Design an MVP to boost support ticket volume for Reviews at Airbnb focusing on SLA. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Customer Obsession,Medium,Principal/Director,10+
Prioritize a roadmap for onboarding at Airbnb's Host tools. How do you balance speed vs quality? time-to-first-action.,Airbnb,Foundation,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign recommendations in Listings to reduce successful payments.,Airbnb,Technical,Medium,Principal/Director,10+
"At Airbnb, scale payments for Reviews to new regions with seasonality spikes. What KPIs (click-through rate, activation rate) and review cadence would you set?",Airbnb,General,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track error rate? Include event taxonomy and A/B testing plan for trust & safety.,Airbnb,UXProduct Design,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy creator tools feature in Trust at Airbnb. How do you mitigate risk to activation rate and inform security?,Airbnb,Strategic (Product sense),Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve marketplace for Listings under strict privacy rules? Which metrics (retention D30, support ticket volume) prove success?",Airbnb,General Personal,Medium,Principal/Director,10+
"Design an MVP to boost CSAT for Reviews at Airbnb focusing on B2B admin. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Leadership Communication,Medium,Principal/Director,10+
Prioritize a roadmap for data privacy at Airbnb's Host tools. How do you balance speed vs quality? LTV.,Airbnb,Strategic Data-driven,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign latency in Listings to reduce time-to-first-action.,Airbnb,Strategic Market,Hard,Principal/Director,10+
"At Airbnb, scale security for Reviews to new regions with strict privacy rules. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Airbnb,Strategic Design,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track conversion rate? Include event taxonomy and A/B testing plan for mobile performance.,Airbnb,Strategic Customer focus,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy conversion funnels feature in Trust at Airbnb. How do you mitigate risk to ARPU and inform design?,Airbnb,Estimation Product sense,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve retention for Listings under global rollout risk? Which metrics (session length, churn) prove success?",Airbnb,Leadership Behavioral,Hard,Principal/Director,10+
"Design an MVP to boost fill rate for Reviews at Airbnb focusing on churn prevention. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Strategic Collaboration,Hard,Principal/Director,10+
Prioritize a roadmap for A/B testing at Airbnb's Host tools. How do you balance speed vs quality? successful payments.,Airbnb,Behavioral Data-driven,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign spam prevention in Listings to reduce average order value.,Airbnb,Remote,Hard,Principal/Director,10+
"At Airbnb, scale fraud detection for Reviews to new regions with global rollout risk. What KPIs (average order value, query success rate) and review cadence would you set?",Airbnb,Product sense Strategic,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CAC? Include event taxonomy and A/B testing plan for pricing & packaging.,Airbnb,Data Analytical Problem-solving,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy self-serve feature in Trust at Airbnb. How do you mitigate risk to error rate and inform support?,Airbnb,General Product sense,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve enterprise controls for Listings under seasonality spikes? Which metrics (upsell rate, CAC) prove success?",Airbnb,Behavioral Prioritization,Hard,Principal/Director,10+
"Design an MVP to boost activation rate for Reviews at Airbnb focusing on workflow automation. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Product design Product sense,Hard,Principal/Director,10+
Prioritize a roadmap for analytics at Airbnb's Host tools. How do you balance speed vs quality? retention D30.,Airbnb,General Communication,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign content moderation in Listings to reduce click-through rate.,Airbnb,Growth Strategy,Hard,Principal/Director,10+
"At Airbnb, scale knowledge base for Reviews to new regions with seasonality spikes. What KPIs (latency p95, refund rate) and review cadence would you set?",Airbnb,Leadership Team Management,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track refund rate? Include event taxonomy and A/B testing plan for customer support.,Airbnb,Product sense UX Improvement,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy onboarding feature in Trust at Airbnb. How do you mitigate risk to conversion rate and inform compliance?,Airbnb,AB Testing Metrics Trade-off Analysis,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve search for Listings under strict privacy rules? Which metrics (NPS, error rate) prove success?",Airbnb,Product sense Engagement,Hard,Principal/Director,10+
"Design an MVP to boost ARPU for Reviews at Airbnb focusing on notifications. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Technical System Design (URL shortening),Hard,Principal/Director,10+
Prioritize a roadmap for recommendations at Airbnb's Host tools. How do you balance speed vs quality? session length.,Airbnb,Pricing System Design,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign ads quality in Listings to reduce upsell rate.,Airbnb,Product sense Prioritization,Hard,Principal/Director,10+
"At Airbnb, scale creator tools for Reviews to new regions with strict privacy rules. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Airbnb,Metrics Success Criteria,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track churn? Include event taxonomy and A/B testing plan for marketplace.,Airbnb,Metrics Product health,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy data privacy feature in Trust at Airbnb. How do you mitigate risk to CAC and inform engineering?,Airbnb,AB Testing Growth,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve internationalization for Listings under global rollout risk? Which metrics (click-through rate, activation rate) prove success?",Airbnb,Strategy Product vision,Hard,Principal/Director,10+
"Design an MVP to boost error rate for Reviews at Airbnb focusing on reliability. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Problem-solving Engagement,Hard,Principal/Director,10+
Prioritize a roadmap for latency at Airbnb's Host tools. How do you balance speed vs quality? upsell rate.,Airbnb,System Design,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign growth loops in Listings to reduce retention D30.,Airbnb,Launch,Easy,Principal/Director,10+
"At Airbnb, scale conversion funnels for Reviews to new regions with global rollout risk. What KPIs (LTV, ARPU) and review cadence would you set?",Airbnb,Pricing,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track query success rate? Include event taxonomy and A/B testing plan for retention.,Airbnb,Success Criteria,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy A/B testing feature in Trust at Airbnb. How do you mitigate risk to refund rate and inform marketing?,Airbnb,Product Health,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve accessibility for Listings under seasonality spikes? Which metrics (DAU/MAU, CSAT) prove success?",Airbnb,AB Testing,Easy,Principal/Director,10+
"Design an MVP to boost conversion rate for Reviews at Airbnb focusing on SEO. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Strategic,Easy,Principal/Director,10+
Prioritize a roadmap for spam prevention at Airbnb's Host tools. How do you balance speed vs quality? NPS.,Airbnb,Leadership,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign subscriptions in Listings to reduce LTV.,Airbnb,Customer Obsession,Easy,Principal/Director,10+
"At Airbnb, scale self-serve for Reviews to new regions with seasonality spikes. What KPIs (successful payments, fill rate) and review cadence would you set?",Airbnb,Foundation,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track support ticket volume? Include event taxonomy and A/B testing plan for enterprise controls.,Airbnb,Behavioral,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy analytics feature in Trust at Airbnb. How do you mitigate risk to churn and inform legal?,Airbnb,Technical,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve insights for Listings under strict privacy rules? Which metrics (average order value, query success rate) prove success?",Airbnb,General,Easy,Principal/Director,10+
"Design an MVP to boost CAC for Reviews at Airbnb focusing on ML ranking. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,UXProduct Design,Easy,Principal/Director,10+
Prioritize a roadmap for content moderation at Airbnb's Host tools. How do you balance speed vs quality? click-through rate.,Airbnb,Strategy,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign SLA in Listings to reduce latency p95.,Airbnb,Leadership Communication,Easy,Principal/Director,10+
"At Airbnb, scale onboarding for Reviews to new regions with strict privacy rules. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Airbnb,Strategic Data-driven,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CSAT? Include event taxonomy and A/B testing plan for search.,Airbnb,Strategic Prioritization,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy recommendations feature in Trust at Airbnb. How do you mitigate risk to query success rate and inform finance?,Airbnb,Strategic Market,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve payments for Listings under global rollout risk? Which metrics (latency p95, refund rate) prove success?",Airbnb,Strategic Design,Easy,Principal/Director,10+
"Design an MVP to boost refund rate for Reviews at Airbnb focusing on trust & safety. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Strategic Customer focus,Easy,Principal/Director,10+
Prioritize a roadmap for ads quality at Airbnb's Host tools. How do you balance speed vs quality? DAU/MAU.,Airbnb,Estimation Analytical,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign B2B admin in Listings to reduce DAU/MAU.,Airbnb,Strategic Collaboration,Easy,Principal/Director,10+
"At Airbnb, scale data privacy for Reviews to new regions with global rollout risk. What KPIs (session length, churn) and review cadence would you set?",Airbnb,Behavioral Data-driven,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track fill rate? Include event taxonomy and A/B testing plan for internationalization.,Airbnb,Behavioral Collaboration,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy latency feature in Trust at Airbnb. How do you mitigate risk to support ticket volume and inform sales?,Airbnb,Remote,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve security for Listings under seasonality spikes? Which metrics (time-to-first-action, conversion rate) prove success?",Airbnb,Product sense Strategic,Easy,Principal/Director,10+
"Design an MVP to boost churn for Reviews at Airbnb focusing on mobile performance. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Data Analytical Problem-solving,Easy,Principal/Director,10+
Prioritize a roadmap for growth loops at Airbnb's Host tools. How do you balance speed vs quality? average order value.,Airbnb,Metrics Data,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign churn prevention in Listings to reduce NPS.,Airbnb,Product design Product sense,Medium,Principal/Director,10+
"At Airbnb, scale A/B testing for Reviews to new regions with seasonality spikes. What KPIs (upsell rate, CAC) and review cadence would you set?",Airbnb,General Communication,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track activation rate? Include event taxonomy and A/B testing plan for accessibility.,Airbnb,Analytical Problem-solving,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy spam prevention feature in Trust at Airbnb. How do you mitigate risk to CSAT and inform data science?,Airbnb,Growth Strategy,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve fraud detection for Listings under strict privacy rules? Which metrics (LTV, ARPU) prove success?",Airbnb,Leadership Team Management,Medium,Principal/Director,10+
"Design an MVP to boost query success rate for Reviews at Airbnb focusing on pricing & packaging. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Product sense UX Improvement,Medium,Principal/Director,10+
Prioritize a roadmap for subscriptions at Airbnb's Host tools. How do you balance speed vs quality? latency p95.,Airbnb,Product Launch Go-to-market,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign workflow automation in Listings to reduce session length.,Airbnb,Technical System Design (URL shortening),Medium,Principal/Director,10+
"At Airbnb, scale analytics for Reviews to new regions with strict privacy rules. What KPIs (NPS, error rate) and review cadence would you set?",Airbnb,Pricing System Design,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track ARPU? Include event taxonomy and A/B testing plan for insights.,Airbnb,Metrics Analysis Problem-solving,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy content moderation feature in Trust at Airbnb. How do you mitigate risk to fill rate and inform ops?,Airbnb,Product sense Prioritization,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve knowledge base for Listings under global rollout risk? Which metrics (successful payments, fill rate) prove success?",Airbnb,Metrics Success Criteria,Medium,Principal/Director,10+
"Design an MVP to boost support ticket volume for Reviews at Airbnb focusing on customer support. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Metrics Product health,Medium,Principal/Director,10+
Prioritize a roadmap for SLA at Airbnb's Host tools. How do you balance speed vs quality? time-to-first-action.,Airbnb,Product sense Problem-solving,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign notifications in Listings to reduce successful payments.,Airbnb,Problem-solving Engagement,Medium,Principal/Director,10+
"At Airbnb, scale recommendations for Reviews to new regions with global rollout risk. What KPIs (click-through rate, activation rate) and review cadence would you set?",Airbnb,System Design,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track error rate? Include event taxonomy and A/B testing plan for payments.,Airbnb,Product Sense,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy ads quality feature in Trust at Airbnb. How do you mitigate risk to activation rate and inform security?,Airbnb,Pricing,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve creator tools for Listings under seasonality spikes? Which metrics (retention D30, support ticket volume) prove success?",Airbnb,Success Criteria,Medium,Principal/Director,10+
"Design an MVP to boost CSAT for Reviews at Airbnb focusing on marketplace. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Prioritization,Medium,Principal/Director,10+
Prioritize a roadmap for B2B admin at Airbnb's Host tools. How do you balance speed vs quality? LTV.,Airbnb,Product Health,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign reliability in Listings to reduce time-to-first-action.,Airbnb,Leadership,Medium,Principal/Director,10+
"At Airbnb, scale latency for Reviews to new regions with seasonality spikes. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Airbnb,Metrics,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track conversion rate? Include event taxonomy and A/B testing plan for security.,Airbnb,Growth,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy growth loops feature in Trust at Airbnb. How do you mitigate risk to ARPU and inform design?,Airbnb,Foundation,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve conversion funnels for Listings under strict privacy rules? Which metrics (session length, churn) prove success?",Airbnb,Behavioral,Medium,Principal/Director,10+
"Design an MVP to boost fill rate for Reviews at Airbnb focusing on retention. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Execution,Medium,Principal/Director,10+
Prioritize a roadmap for churn prevention at Airbnb's Host tools. How do you balance speed vs quality? successful payments.,Airbnb,Technical,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign SEO in Listings to reduce average order value.,Airbnb,Strategy,Medium,Principal/Director,10+
"At Airbnb, scale spam prevention for Reviews to new regions with strict privacy rules. What KPIs (average order value, query success rate) and review cadence would you set?",Airbnb,Strategic (Product sense),Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CAC? Include event taxonomy and A/B testing plan for fraud detection.,Airbnb,General Personal,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy subscriptions feature in Trust at Airbnb. How do you mitigate risk to error rate and inform support?,Airbnb,Strategic Data-driven,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve self-serve for Listings under global rollout risk? Which metrics (upsell rate, CAC) prove success?",Airbnb,Strategic Prioritization,Hard,Principal/Director,10+
"Design an MVP to boost activation rate for Reviews at Airbnb focusing on enterprise controls. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Strategic (Design),Hard,Principal/Director,10+
Prioritize a roadmap for workflow automation at Airbnb's Host tools. How do you balance speed vs quality? retention D30.,Airbnb,Strategic Market,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign ML ranking in Listings to reduce click-through rate.,Airbnb,Estimation Analytical,Hard,Principal/Director,10+
"At Airbnb, scale content moderation for Reviews to new regions with global rollout risk. What KPIs (latency p95, refund rate) and review cadence would you set?",Airbnb,Estimation Product sense,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track refund rate? Include event taxonomy and A/B testing plan for knowledge base.,Airbnb,Leadership Behavioral,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy SLA feature in Trust at Airbnb. How do you mitigate risk to conversion rate and inform compliance?,Airbnb,Behavioral Data-driven,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve onboarding for Listings under seasonality spikes? Which metrics (NPS, error rate) prove success?",Airbnb,Behavioral Collaboration,Hard,Principal/Director,10+
"Design an MVP to boost ARPU for Reviews at Airbnb focusing on search. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Leadership Execution,Hard,Principal/Director,10+
Prioritize a roadmap for notifications at Airbnb's Host tools. How do you balance speed vs quality? session length.,Airbnb,Remote,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign trust & safety in Listings to reduce upsell rate.,Airbnb,Metrics Data,Hard,Principal/Director,10+
"At Airbnb, scale ads quality for Reviews to new regions with seasonality spikes. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Airbnb,General Product sense,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track churn? Include event taxonomy and A/B testing plan for creator tools.,Airbnb,Behavioral Prioritization,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy B2B admin feature in Trust at Airbnb. How do you mitigate risk to CAC and inform engineering?,Airbnb,General Communication,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve data privacy for Listings under strict privacy rules? Which metrics (click-through rate, activation rate) prove success?",Airbnb,Analytical Problem-solving,Hard,Principal/Director,10+
"Design an MVP to boost error rate for Reviews at Airbnb focusing on internationalization. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Crisis Management Strategy,Hard,Principal/Director,10+
Prioritize a roadmap for reliability at Airbnb's Host tools. How do you balance speed vs quality? upsell rate.,Airbnb,Growth Strategy,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign mobile performance in Listings to reduce retention D30.,Airbnb,Product Launch Go-to-market,Hard,Principal/Director,10+
"At Airbnb, scale growth loops for Reviews to new regions with strict privacy rules. What KPIs (LTV, ARPU) and review cadence would you set?",Airbnb,AB Testing Metrics Trade-off Analysis,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track query success rate? Include event taxonomy and A/B testing plan for conversion funnels.,Airbnb,Product sense Engagement,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy churn prevention feature in Trust at Airbnb. How do you mitigate risk to refund rate and inform marketing?,Airbnb,Pricing System Design,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve A/B testing for Listings under global rollout risk? Which metrics (DAU/MAU, CSAT) prove success?",Airbnb,Metrics Analysis Problem-solving,Hard,Principal/Director,10+
"Design an MVP to boost conversion rate for Reviews at Airbnb focusing on accessibility. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Product sense Strategy,Hard,Principal/Director,10+
Prioritize a roadmap for SEO at Airbnb's Host tools. How do you balance speed vs quality? NPS.,Airbnb,Product sense Prioritization,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign pricing & packaging in Listings to reduce LTV.,Airbnb,Product sense Problem-solving,Hard,Principal/Director,10+
"At Airbnb, scale subscriptions for Reviews to new regions with global rollout risk. What KPIs (successful payments, fill rate) and review cadence would you set?",Airbnb,AB Testing Growth,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track support ticket volume? Include event taxonomy and A/B testing plan for self-serve.,Airbnb,Metrics Product health,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy workflow automation feature in Trust at Airbnb. How do you mitigate risk to churn and inform legal?,Airbnb,AB Testing Growth,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve analytics for Listings under seasonality spikes? Which metrics (average order value, query success rate) prove success?",Airbnb,Strategy Product vision,Easy,Principal/Director,10+
"Design an MVP to boost CAC for Reviews at Airbnb focusing on insights. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Problem-solving Engagement,Easy,Principal/Director,10+
Prioritize a roadmap for ML ranking at Airbnb's Host tools. How do you balance speed vs quality? click-through rate.,Airbnb,System Design,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign customer support in Listings to reduce latency p95.,Airbnb,Pricing,Easy,Principal/Director,10+
"At Airbnb, scale SLA for Reviews to new regions with seasonality spikes. What KPIs (retention D30, support ticket volume) and review cadence would you set?",Airbnb,Success Criteria,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CSAT? Include event taxonomy and A/B testing plan for onboarding.,Airbnb,Prioritization,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy notifications feature in Trust at Airbnb. How do you mitigate risk to query success rate and inform finance?,Airbnb,AB Testing,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve recommendations for Listings under strict privacy rules? Which metrics (latency p95, refund rate) prove success?",Airbnb,Strategic,Easy,Principal/Director,10+
"Design an MVP to boost refund rate for Reviews at Airbnb focusing on payments. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Leadership,Easy,Principal/Director,10+
Prioritize a roadmap for trust & safety at Airbnb's Host tools. How do you balance speed vs quality? DAU/MAU.,Airbnb,Metrics,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign marketplace in Listings to reduce DAU/MAU.,Airbnb,Foundation,Easy,Principal/Director,10+
"At Airbnb, scale B2B admin for Reviews to new regions with strict privacy rules. What KPIs (session length, churn) and review cadence would you set?",Airbnb,Behavioral,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track fill rate? Include event taxonomy and A/B testing plan for data privacy.,Airbnb,Execution,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy reliability feature in Trust at Airbnb. How do you mitigate risk to support ticket volume and inform sales?,Airbnb,General,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve latency for Listings under global rollout risk? Which metrics (time-to-first-action, conversion rate) prove success?",Airbnb,UXProduct Design,Easy,Principal/Director,10+
"Design an MVP to boost churn for Reviews at Airbnb focusing on security. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Strategy,Easy,Principal/Director,10+
Prioritize a roadmap for mobile performance at Airbnb's Host tools. How do you balance speed vs quality? average order value.,Airbnb,Strategic (Product sense),Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign retention in Listings to reduce NPS.,Airbnb,Strategic Data-driven,Easy,Principal/Director,10+
