Question,Company,Category,Complexity,Experience Level,Years of Experience
"At Microsoft, as a PM, how would you gather, prioritize, and act on customer feedback to scale globally for retention?",Microsoft,Customer Obsession,Medium,PM,1-2 years
"At Microsoft, as a APM, how would you gather, prioritize, and act on customer feedback to reduce costs for fraud mitigation?",Microsoft,Customer Obsession,Complex,APM,0-1 years
"As a APM at Microsoft, how would you improve foundational quality for self-serve funnel given high risk of abuse? How do you sequence the work?",Microsoft,Foundation,Simple,APM,1-2 years
"As a Group PM at Microsoft, how would you improve foundational quality for fraud mitigation given high risk of abuse? How do you sequence the work?",Microsoft,Foundation,Medium,Group PM,5-8 years
"As a Group PM at Microsoft, how would you improve foundational quality for content safety given seasonality? How do you sequence the work?",Microsoft,Foundation,Complex,Group PM,5-8 years
"Tell me about a time you, as a PM, handled significant pushback from legal while driving notifications at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Simple,PM,1-2 years
"Tell me about a time you, as a APM, handled significant pushback from finance while driving data quality at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Medium,APM,1-2 years
"Tell me about a time you, as a APM, handled significant pushback from support while driving international expansion at Microsoft. What did you do and what was the outcome?",Microsoft,Behavioral,Complex,APM,0-1 years
"As a Group PM at Microsoft, how would you partner with engineering to address technical debt in churn reduction while still delivering increase repeat usage?",Microsoft,Technical,Simple,Group PM,5-8 years
"As a APM at Microsoft, how would you partner with engineering to address technical debt in churn reduction while still delivering improve reliability?",Microsoft,Technical,Medium,APM,1-2 years
"As a PM at Microsoft, how would you partner with engineering to address technical debt in retention while still delivering grow MAUs?",Microsoft,Technical,Complex,PM,1-2 years
"Design a v1 architecture for onboarding at Microsoft to improve NPS. What components, APIs, and data flows would you propose?",Microsoft,System Design,Simple,Group PM,5-8 years
"Design a v1 architecture for NPS at Microsoft to reduce time-to-first-action. What components, APIs, and data flows would you propose?",Microsoft,System Design,Medium,APM,1-2 years
"Design a v1 architecture for onboarding at Microsoft to increase conversion rate. What components, APIs, and data flows would you propose?",Microsoft,System Design,Complex,APM,0-1 years
"As a APM at Microsoft, propose a new feature for mobile app performance to increase activation. How would you validate demand and ensure usability?",Microsoft,Product Sense,Simple,APM,1-2 years
"As a APM at Microsoft, propose a new feature for content safety to increase revenue. How would you validate demand and ensure usability?",Microsoft,Product Sense,Medium,APM,0-1 years
"As a PM at Microsoft, propose a new feature for merchant onboarding to improve NPS. How would you validate demand and ensure usability?",Microsoft,Product Sense,Complex,PM,1-2 years
"You're the Group PM at Microsoft. How would you plan, derisk, and deliver recommendations improvements under data sparsity?",Microsoft,Execution,Simple,Group PM,5-8 years
"You're the APM at Microsoft. How would you plan, derisk, and deliver content safety improvements under legacy systems?",Microsoft,Execution,Medium,APM,1-2 years
"You're the Group PM at Microsoft. How would you plan, derisk, and deliver creator tools improvements under high risk of abuse?",Microsoft,Execution,Complex,Group PM,5-8 years
"As a PM at Microsoft, plan the GTM for a new checkout initiative to reduce costs. What segments, messaging, and channels would you choose?",Microsoft,Launch,Simple,PM,2-3 years
"As a Group PM at Microsoft, plan the GTM for a new host acquisition initiative to reduce costs. What segments, messaging, and channels would you choose?",Microsoft,Launch,Medium,Group PM,5-8 years
"As a Group PM at Microsoft, plan the GTM for a new search initiative to scale globally. What segments, messaging, and channels would you choose?",Microsoft,Launch,Complex,Group PM,5-8 years
"At Microsoft, as a APM, how would you evaluate pricing and packaging options for notifications to increase repeat usage?",Microsoft,Pricing,Simple,APM,1-2 years
"At Microsoft, as a APM, how would you evaluate pricing and packaging options for support automation to reduce support volume?",Microsoft,Pricing,Medium,APM,1-2 years
"At Microsoft, as a Group PM, how would you evaluate pricing and packaging options for recommendations to grow MAUs?",Microsoft,Pricing,Complex,Group PM,5-8 years
You're the APM at Microsoft. Define success criteria and a 90day review plan for recommendations changes aimed to increase paid conversion.,Microsoft,Success Criteria,Simple,APM,0-1 years
You're the Group PM at Microsoft. Define success criteria and a 90day review plan for search changes aimed to increase marketplace liquidity.,Microsoft,Success Criteria,Medium,Group PM,5-8 years
You're the Group PM at Microsoft. Define success criteria and a 90day review plan for helpdesk experience changes aimed to increase marketplace liquidity.,Microsoft,Success Criteria,Complex,Group PM,5-8 years
"As a PM at Microsoft, how would you prioritize a backlog for churn reduction to increase repeat usage with sales and support disagreeing?",Microsoft,Prioritization,Simple,PM,2-3 years
"As a APM at Microsoft, how would you prioritize a backlog for search to improve retention with sales and engineering disagreeing?",Microsoft,Prioritization,Medium,APM,1-2 years
"As a APM at Microsoft, how would you prioritize a backlog for creator tools to improve NPS with finance and data science disagreeing?",Microsoft,Prioritization,Complex,APM,1-2 years
"At Microsoft, as a PM, how would you diagnose and resolve declining health metrics for retention under ambiguous requirements?",Microsoft,Product Health,Simple,PM,1-2 years
"At Microsoft, as a Group PM, how would you diagnose and resolve declining health metrics for creator tools under ambiguous requirements?",Microsoft,Product Health,Medium,Group PM,5-8 years
"At Microsoft, as a APM, how would you diagnose and resolve declining health metrics for fraud mitigation under legacy systems?",Microsoft,Product Health,Complex,APM,1-2 years
"As a APM at Microsoft, design an AB test plan for onboarding to increase repeat usage. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Simple,APM,0-1 years
"As a PM at Microsoft, design an AB test plan for B2B admin console to improve reliability. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Medium,PM,1-2 years
"As a PM at Microsoft, design an AB test plan for search to reduce time-to-first-action. How do you handle power, segmentation, and interaction effects?",Microsoft,AB Testing,Complex,PM,1-2 years
"As a APM at Apple, how would you define and execute a multiquarter strategy for checkout to improve reliability? What tradeoffs would you consider under ambiguous requirements?",Apple,Strategic,Simple,APM,1-2 years
"As a PM at Apple, how would you define and execute a multiquarter strategy for notifications to improve NPS? What tradeoffs would you consider under high risk of abuse?",Apple,Strategic,Medium,PM,2-3 years
"As a Group PM at Apple, how would you define and execute a multiquarter strategy for onboarding to increase revenue? What tradeoffs would you consider under legacy systems?",Apple,Strategic,Complex,Group PM,5-8 years
"At Apple, as a Director, how would you align ops and data science on a contentious roadmap decision for fraud mitigation?",Apple,Leadership,Simple,Director,8 years
"At Apple, as a Director, how would you align finance and legal on a contentious roadmap decision for waitlist conversion?",Apple,Leadership,Medium,Director,8 years
"At Apple, as a Director, how would you align sales and data science on a contentious roadmap decision for CRM pipeline?",Apple,Leadership,Complex,Director,8 years
"As a Principal PM at Apple, which North Star and guardrail metrics would you set for fraud mitigation to reduce churn? How would you instrument and review them?",Apple,Metrics,Simple,Principal PM,5-8 years
"As a Principal PM at Apple, which North Star and guardrail metrics would you set for churn reduction to improve reliability? How would you instrument and review them?",Apple,Metrics,Medium,Principal PM,8 years
"As a Principal PM at Apple, which North Star and guardrail metrics would you set for CRM pipeline to improve retention? How would you instrument and review them?",Apple,Metrics,Complex,Principal PM,5-8 years
You're the Director at Apple. Design an experiment roadmap to reduce time-to-first-action for notifications. Which levers would you test first and why?,Apple,Growth,Simple,Director,8 years
You're the Director at Apple. Design an experiment roadmap to scale globally for data quality. Which levers would you test first and why?,Apple,Growth,Medium,Director,8 years
You're the Senior PM at Apple. Design an experiment roadmap to improve NPS for checkout. Which levers would you test first and why?,Apple,Growth,Complex,Senior PM,3-5 years
"At Apple, as a Senior PM, how would you gather, prioritize, and act on customer feedback to grow MAUs for merchant onboarding?",Apple,Customer Obsession,Simple,Senior PM,3-5 years
"At Apple, as a Director, how would you gather, prioritize, and act on customer feedback to reduce costs for helpdesk experience?",Apple,Customer Obsession,Medium,Director,8 years
"At Apple, as a Director, how would you gather, prioritize, and act on customer feedback to increase paid conversion for notifications?",Apple,Customer Obsession,Complex,Director,8 years
"As a Senior PM at Apple, how would you improve foundational quality for content safety given data sparsity? How do you sequence the work?",Apple,Foundation,Simple,Senior PM,3-5 years
"As a Director at Apple, how would you improve foundational quality for onboarding given limited engineering bandwidth? How do you sequence the work?",Apple,Foundation,Medium,Director,8 years
"As a Senior PM at Apple, how would you improve foundational quality for checkout given thirdparty dependencies? How do you sequence the work?",Apple,Foundation,Complex,Senior PM,3-5 years
"Tell me about a time you, as a Principal PM, handled significant pushback from sales while driving search at Apple. What did you do and what was the outcome?",Apple,Behavioral,Simple,Principal PM,8 years
"Tell me about a time you, as a Senior PM, handled significant pushback from design while driving NPS at Apple. What did you do and what was the outcome?",Apple,Behavioral,Medium,Senior PM,3-5 years
"Tell me about a time you, as a Director, handled significant pushback from finance while driving churn reduction at Apple. What did you do and what was the outcome?",Apple,Behavioral,Complex,Director,8 years
"As a Director at Apple, how would you partner with engineering to address technical debt in retention while still delivering improve reliability?",Apple,Technical,Simple,Director,8 years
"As a Principal PM at Apple, how would you partner with engineering to address technical debt in helpdesk experience while still delivering reduce support volume?",Apple,Technical,Medium,Principal PM,8 years
"As a Principal PM at Apple, how would you partner with engineering to address technical debt in content safety while still delivering scale globally?",Apple,Technical,Complex,Principal PM,5-8 years
"Design a v1 architecture for B2B admin console at Apple to scale globally. What components, APIs, and data flows would you propose?",Apple,System Design,Simple,Senior PM,3-5 years
"Design a v1 architecture for host acquisition at Apple to increase revenue. What components, APIs, and data flows would you propose?",Apple,System Design,Medium,Director,8 years
"Design a v1 architecture for international expansion at Apple to improve NPS. What components, APIs, and data flows would you propose?",Apple,System Design,Complex,Senior PM,3-5 years
"As a Senior PM at Apple, propose a new feature for churn reduction to improve reliability. How would you validate demand and ensure usability?",Apple,Product Sense,Simple,Senior PM,3-5 years
"As a Principal PM at Apple, propose a new feature for NPS to reduce time-to-first-action. How would you validate demand and ensure usability?",Apple,Product Sense,Medium,Principal PM,8 years
"As a Principal PM at Apple, propose a new feature for checkout to improve NPS. How would you validate demand and ensure usability?",Apple,Product Sense,Complex,Principal PM,8 years
"You're the Senior PM at Apple. How would you plan, derisk, and deliver international expansion improvements under thirdparty dependencies?",Apple,Execution,Simple,Senior PM,3-5 years
"You're the Senior PM at Apple. How would you plan, derisk, and deliver fraud mitigation improvements under tight timelines?",Apple,Execution,Medium,Senior PM,3-5 years
"You're the Group PM at Apple. How would you plan, derisk, and deliver support automation improvements under limited engineering bandwidth?",Apple,Execution,Complex,Group PM,5-8 years
"As a Senior PM at Apple, plan the GTM for a new creator tools initiative to reduce time-to-first-action. What segments, messaging, and channels would you choose?",Apple,Launch,Simple,Senior PM,3-5 years
"As a Principal PM at Apple, plan the GTM for a new merchant onboarding initiative to reduce support volume. What segments, messaging, and channels would you choose?",Apple,Launch,Medium,Principal PM,5-8 years
"As a Group PM at Apple, plan the GTM for a new fraud mitigation initiative to reduce time-to-first-action. What segments, messaging, and channels would you choose?",Apple,Launch,Complex,Group PM,5-8 years
"At Apple, as a Director, how would you evaluate pricing and packaging options for subscriptions to improve retention?",Apple,Pricing,Simple,Director,8 years
"At Apple, as a Director, how would you evaluate pricing and packaging options for self-serve funnel to reduce costs?",Apple,Pricing,Medium,Director,8 years
"At Apple, as a Principal PM, how would you evaluate pricing and packaging options for churn reduction to grow MAUs?",Apple,Pricing,Complex,Principal PM,8 years
You're the Senior PM at Apple. Define success criteria and a 90day review plan for NPS changes aimed to increase activation.,Apple,Success Criteria,Simple,Senior PM,3-5 years
You're the Principal PM at Apple. Define success criteria and a 90day review plan for churn reduction changes aimed to increase marketplace liquidity.,Apple,Success Criteria,Medium,Principal PM,8 years
You're the Principal PM at Apple. Define success criteria and a 90day review plan for creator tools changes aimed to increase revenue.,Apple,Success Criteria,Complex,Principal PM,8 years
"As a Principal PM at Apple, how would you prioritize a backlog for notifications to increase revenue with finance and ops disagreeing?",Apple,Prioritization,Simple,Principal PM,8 years
"As a Director at Apple, how would you prioritize a backlog for mobile app performance to increase repeat usage with legal and support disagreeing?",Apple,Prioritization,Medium,Director,8 years
"As a Principal PM at Apple, how would you prioritize a backlog for search to increase revenue with ops and sales disagreeing?",Apple,Prioritization,Complex,Principal PM,8 years
"At Apple, as a Director, how would you diagnose and resolve declining health metrics for B2B admin console under legacy systems?",Apple,Product Health,Simple,Director,8 years
"At Apple, as a Principal PM, how would you diagnose and resolve declining health metrics for mobile app performance under legacy systems?",Apple,Product Health,Medium,Principal PM,5-8 years
"At Apple, as a Director, how would you diagnose and resolve declining health metrics for recommendations under privacy constraints?",Apple,Product Health,Complex,Director,8 years
"As a Group PM at Apple, design an AB test plan for CRM pipeline to increase marketplace liquidity. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Simple,Group PM,5-8 years
"As a Director at Apple, design an AB test plan for merchant onboarding to increase conversion rate. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Medium,Director,8 years
"As a Principal PM at Apple, design an AB test plan for notifications to increase paid conversion. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Complex,Principal PM,5-8 years
"As a Group PM at Apple, how would you define and execute a multiquarter strategy for mobile app performance to increase marketplace liquidity? What tradeoffs would you consider under regulatory constraints?",Apple,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Apple, how would you define and execute a multiquarter strategy for self-serve funnel to improve reliability? What tradeoffs would you consider under limited engineering bandwidth?",Apple,Strategic,Medium,Principal PM,8 years
"As a Group PM at Apple, how would you define and execute a multiquarter strategy for fraud mitigation to scale globally? What tradeoffs would you consider under legacy systems?",Apple,Strategic,Complex,Group PM,5-8 years
"At Apple, as a Group PM, how would you align design and support on a contentious roadmap decision for retention?",Apple,Leadership,Simple,Group PM,5-8 years
"At Apple, as a APM, how would you align legal and engineering on a contentious roadmap decision for notifications?",Apple,Leadership,Medium,APM,1-2 years
"At Apple, as a Group PM, how would you align data science and support on a contentious roadmap decision for merchant onboarding?",Apple,Leadership,Complex,Group PM,5-8 years
"As a APM at Apple, which North Star and guardrail metrics would you set for B2B admin console to increase activation? How would you instrument and review them?",Apple,Metrics,Simple,APM,1-2 years
"As a APM at Apple, which North Star and guardrail metrics would you set for merchant onboarding to scale globally? How would you instrument and review them?",Apple,Metrics,Medium,APM,1-2 years
"As a PM at Apple, which North Star and guardrail metrics would you set for recommendations to improve reliability? How would you instrument and review them?",Apple,Metrics,Complex,PM,2-3 years
You're the PM at Apple. Design an experiment roadmap to reduce churn for NPS. Which levers would you test first and why?,Apple,Growth,Simple,PM,2-3 years
You're the Group PM at Apple. Design an experiment roadmap to scale globally for data quality. Which levers would you test first and why?,Apple,Growth,Medium,Group PM,5-8 years
You're the Group PM at Apple. Design an experiment roadmap to improve time-to-value for mobile app performance. Which levers would you test first and why?,Apple,Growth,Complex,Group PM,5-8 years
"At Apple, as a PM, how would you gather, prioritize, and act on customer feedback to improve time-to-value for mobile app performance?",Apple,Customer Obsession,Simple,PM,1-2 years
"At Apple, as a APM, how would you gather, prioritize, and act on customer feedback to increase repeat usage for creator tools?",Apple,Customer Obsession,Medium,APM,0-1 years
"At Apple, as a Group PM, how would you gather, prioritize, and act on customer feedback to scale globally for self-serve funnel?",Apple,Customer Obsession,Complex,Group PM,5-8 years
"As a PM at Apple, how would you improve foundational quality for fraud mitigation given regulatory constraints? How do you sequence the work?",Apple,Foundation,Simple,PM,2-3 years
"As a APM at Apple, how would you improve foundational quality for search given seasonality? How do you sequence the work?",Apple,Foundation,Medium,APM,0-1 years
"As a Group PM at Apple, how would you improve foundational quality for driver supply given seasonality? How do you sequence the work?",Apple,Foundation,Complex,Group PM,5-8 years
"Tell me about a time you, as a APM, handled significant pushback from support while driving checkout at Apple. What did you do and what was the outcome?",Apple,Behavioral,Simple,APM,0-1 years
"Tell me about a time you, as a Group PM, handled significant pushback from legal while driving mobile app performance at Apple. What did you do and what was the outcome?",Apple,Behavioral,Medium,Group PM,5-8 years
"Tell me about a time you, as a APM, handled significant pushback from finance while driving checkout at Apple. What did you do and what was the outcome?",Apple,Behavioral,Complex,APM,0-1 years
"As a Group PM at Apple, how would you partner with engineering to address technical debt in onboarding while still delivering improve time-to-value?",Apple,Technical,Simple,Group PM,5-8 years
"As a APM at Apple, how would you partner with engineering to address technical debt in CRM pipeline while still delivering reduce time-to-first-action?",Apple,Technical,Medium,APM,0-1 years
"As a PM at Apple, how would you partner with engineering to address technical debt in waitlist conversion while still delivering reduce churn?",Apple,Technical,Complex,PM,2-3 years
"Design a v1 architecture for waitlist conversion at Apple to reduce churn. What components, APIs, and data flows would you propose?",Apple,System Design,Simple,APM,1-2 years
"Design a v1 architecture for international expansion at Apple to increase repeat usage. What components, APIs, and data flows would you propose?",Apple,System Design,Medium,APM,1-2 years
"Design a v1 architecture for creator tools at Apple to increase marketplace liquidity. What components, APIs, and data flows would you propose?",Apple,System Design,Complex,APM,0-1 years
"As a APM at Apple, propose a new feature for support automation to scale globally. How would you validate demand and ensure usability?",Apple,Product Sense,Simple,APM,0-1 years
"As a PM at Apple, propose a new feature for search to increase conversion rate. How would you validate demand and ensure usability?",Apple,Product Sense,Medium,PM,2-3 years
"As a APM at Apple, propose a new feature for recommendations to reduce churn. How would you validate demand and ensure usability?",Apple,Product Sense,Complex,APM,0-1 years
"You're the APM at Apple. How would you plan, derisk, and deliver B2B admin console improvements under privacy constraints?",Apple,Execution,Simple,APM,1-2 years
"You're the Group PM at Apple. How would you plan, derisk, and deliver search improvements under privacy constraints?",Apple,Execution,Medium,Group PM,5-8 years
"You're the Group PM at Apple. How would you plan, derisk, and deliver onboarding improvements under privacy constraints?",Apple,Execution,Complex,Group PM,5-8 years
"As a PM at Apple, plan the GTM for a new B2B admin console initiative to increase paid conversion. What segments, messaging, and channels would you choose?",Apple,Launch,Simple,PM,1-2 years
"As a APM at Apple, plan the GTM for a new notifications initiative to improve time-to-value. What segments, messaging, and channels would you choose?",Apple,Launch,Medium,APM,1-2 years
"As a APM at Apple, plan the GTM for a new helpdesk experience initiative to improve NPS. What segments, messaging, and channels would you choose?",Apple,Launch,Complex,APM,1-2 years
"At Apple, as a APM, how would you evaluate pricing and packaging options for driver supply to improve retention?",Apple,Pricing,Simple,APM,1-2 years
"At Apple, as a APM, how would you evaluate pricing and packaging options for recommendations to improve reliability?",Apple,Pricing,Medium,APM,0-1 years
"At Apple, as a Group PM, how would you evaluate pricing and packaging options for notifications to reduce costs?",Apple,Pricing,Complex,Group PM,5-8 years
You're the APM at Apple. Define success criteria and a 90day review plan for support automation changes aimed to increase marketplace liquidity.,Apple,Success Criteria,Simple,APM,0-1 years
You're the APM at Apple. Define success criteria and a 90day review plan for churn reduction changes aimed to reduce costs.,Apple,Success Criteria,Medium,APM,0-1 years
You're the PM at Apple. Define success criteria and a 90day review plan for host acquisition changes aimed to improve retention.,Apple,Success Criteria,Complex,PM,1-2 years
"As a Group PM at Apple, how would you prioritize a backlog for search to increase revenue with legal and sales disagreeing?",Apple,Prioritization,Simple,Group PM,5-8 years
"As a PM at Apple, how would you prioritize a backlog for driver supply to reduce time-to-first-action with engineering and design disagreeing?",Apple,Prioritization,Medium,PM,1-2 years
"As a PM at Apple, how would you prioritize a backlog for creator tools to increase revenue with finance and design disagreeing?",Apple,Prioritization,Complex,PM,2-3 years
"At Apple, as a PM, how would you diagnose and resolve declining health metrics for content safety under regulatory constraints?",Apple,Product Health,Simple,PM,1-2 years
"At Apple, as a APM, how would you diagnose and resolve declining health metrics for subscriptions under seasonality?",Apple,Product Health,Medium,APM,0-1 years
"At Apple, as a Group PM, how would you diagnose and resolve declining health metrics for fraud mitigation under tight timelines?",Apple,Product Health,Complex,Group PM,5-8 years
"As a PM at Apple, design an AB test plan for international expansion to reduce costs. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Simple,PM,1-2 years
"As a APM at Apple, design an AB test plan for helpdesk experience to increase marketplace liquidity. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Medium,APM,0-1 years
"As a PM at Apple, design an AB test plan for international expansion to grow MAUs. How do you handle power, segmentation, and interaction effects?",Apple,AB Testing,Complex,PM,2-3 years
"As a APM at Netflix, how would you define and execute a multiquarter strategy for onboarding to improve reliability? What tradeoffs would you consider under thirdparty dependencies?",Netflix,Strategic,Simple,APM,1-2 years
"As a PM at Netflix, how would you define and execute a multiquarter strategy for checkout to increase revenue? What tradeoffs would you consider under ambiguous requirements?",Netflix,Strategic,Medium,PM,2-3 years
"As a Principal PM at Netflix, how would you define and execute a multiquarter strategy for NPS to reduce costs? What tradeoffs would you consider under seasonality?",Netflix,Strategic,Complex,Principal PM,5-8 years
"At Netflix, as a Group PM, how would you align support and marketing on a contentious roadmap decision for helpdesk experience?",Netflix,Leadership,Simple,Group PM,5-8 years
"At Netflix, as a Senior PM, how would you align ops and legal on a contentious roadmap decision for checkout?",Netflix,Leadership,Medium,Senior PM,3-5 years
"At Netflix, as a Senior PM, how would you align design and support on a contentious roadmap decision for payments?",Netflix,Leadership,Complex,Senior PM,3-5 years
"As a Principal PM at Netflix, which North Star and guardrail metrics would you set for B2B admin console to improve NPS? How would you instrument and review them?",Netflix,Metrics,Simple,Principal PM,8 years
"As a Principal PM at Netflix, which North Star and guardrail metrics would you set for checkout to improve NPS? How would you instrument and review them?",Netflix,Metrics,Medium,Principal PM,8 years
"As a Director at Netflix, which North Star and guardrail metrics would you set for support automation to increase conversion rate? How would you instrument and review them?",Netflix,Metrics,Complex,Director,8 years
You're the Director at Netflix. Design an experiment roadmap to improve NPS for payments. Which levers would you test first and why?,Netflix,Growth,Simple,Director,8 years
You're the Director at Netflix. Design an experiment roadmap to increase paid conversion for NPS. Which levers would you test first and why?,Netflix,Growth,Medium,Director,8 years
You're the Director at Netflix. Design an experiment roadmap to scale globally for B2B admin console. Which levers would you test first and why?,Netflix,Growth,Complex,Director,8 years
"At Netflix, as a Senior PM, how would you gather, prioritize, and act on customer feedback to increase revenue for content safety?",Netflix,Customer Obsession,Simple,Senior PM,3-5 years
"At Netflix, as a Principal PM, how would you gather, prioritize, and act on customer feedback to improve NPS for creator tools?",Netflix,Customer Obsession,Medium,Principal PM,5-8 years
"At Netflix, as a Senior PM, how would you gather, prioritize, and act on customer feedback to grow MAUs for self-serve funnel?",Netflix,Customer Obsession,Complex,Senior PM,3-5 years
"As a Principal PM at Netflix, how would you improve foundational quality for payments given data sparsity? How do you sequence the work?",Netflix,Foundation,Simple,Principal PM,8 years
"As a Director at Netflix, how would you improve foundational quality for mobile app performance given legacy systems? How do you sequence the work?",Netflix,Foundation,Medium,Director,8 years
"As a Principal PM at Netflix, how would you improve foundational quality for fraud mitigation given data sparsity? How do you sequence the work?",Netflix,Foundation,Complex,Principal PM,5-8 years
"Tell me about a time you, as a Principal PM, handled significant pushback from support while driving recommendations at Netflix. What did you do and what was the outcome?",Netflix,Behavioral,Simple,Principal PM,8 years
"Tell me about a time you, as a Director, handled significant pushback from marketing while driving notifications at Netflix. What did you do and what was the outcome?",Netflix,Behavioral,Medium,Director,8 years
"Tell me about a time you, as a Principal PM, handled significant pushback from finance while driving retention at Netflix. What did you do and what was the outcome?",Netflix,Behavioral,Complex,Principal PM,5-8 years
"As a Principal PM at Netflix, how would you partner with engineering to address technical debt in self-serve funnel while still delivering reduce churn?",Netflix,Technical,Simple,Principal PM,5-8 years
"As a Director at Netflix, how would you partner with engineering to address technical debt in payments while still delivering increase paid conversion?",Netflix,Technical,Medium,Director,8 years
"As a Director at Netflix, how would you partner with engineering to address technical debt in support automation while still delivering improve retention?",Netflix,Technical,Complex,Director,8 years
"Design a v1 architecture for creator tools at Netflix to increase revenue. What components, APIs, and data flows would you propose?",Netflix,System Design,Simple,Principal PM,5-8 years
"Design a v1 architecture for NPS at Netflix to improve time-to-value. What components, APIs, and data flows would you propose?",Netflix,System Design,Medium,Principal PM,5-8 years
"Design a v1 architecture for search at Netflix to reduce support volume. What components, APIs, and data flows would you propose?",Netflix,System Design,Complex,Senior PM,3-5 years
"As a Senior PM at Netflix, propose a new feature for notifications to increase marketplace liquidity. How would you validate demand and ensure usability?",Netflix,Product Sense,Simple,Senior PM,3-5 years
"As a Principal PM at Netflix, propose a new feature for international expansion to reduce time-to-first-action. How would you validate demand and ensure usability?",Netflix,Product Sense,Medium,Principal PM,8 years
"As a Principal PM at Netflix, propose a new feature for self-serve funnel to increase activation. How would you validate demand and ensure usability?",Netflix,Product Sense,Complex,Principal PM,5-8 years
"You're the Principal PM at Netflix. How would you plan, derisk, and deliver waitlist conversion improvements under seasonality?",Netflix,Execution,Simple,Principal PM,8 years
"You're the Group PM at Netflix. How would you plan, derisk, and deliver self-serve funnel improvements under limited engineering bandwidth?",Netflix,Execution,Medium,Group PM,5-8 years
"You're the Senior PM at Netflix. How would you plan, derisk, and deliver NPS improvements under legacy systems?",Netflix,Execution,Complex,Senior PM,3-5 years
"As a Senior PM at Netflix, plan the GTM for a new data quality initiative to increase conversion rate. What segments, messaging, and channels would you choose?",Netflix,Launch,Simple,Senior PM,3-5 years
"As a Senior PM at Netflix, plan the GTM for a new international expansion initiative to reduce time-to-first-action. What segments, messaging, and channels would you choose?",Netflix,Launch,Medium,Senior PM,3-5 years
"As a Group PM at Netflix, plan the GTM for a new B2B admin console initiative to increase revenue. What segments, messaging, and channels would you choose?",Netflix,Launch,Complex,Group PM,5-8 years
"At Netflix, as a Senior PM, how would you evaluate pricing and packaging options for host acquisition to grow MAUs?",Netflix,Pricing,Simple,Senior PM,3-5 years
"At Netflix, as a Director, how would you evaluate pricing and packaging options for waitlist conversion to increase activation?",Netflix,Pricing,Medium,Director,8 years
"At Netflix, as a Director, how would you evaluate pricing and packaging options for fraud mitigation to improve retention?",Netflix,Pricing,Complex,Director,8 years
You're the Director at Netflix. Define success criteria and a 90day review plan for support automation changes aimed to reduce costs.,Netflix,Success Criteria,Simple,Director,8 years
You're the Principal PM at Netflix. Define success criteria and a 90day review plan for creator tools changes aimed to reduce churn.,Netflix,Success Criteria,Medium,Principal PM,5-8 years
You're the Principal PM at Netflix. Define success criteria and a 90day review plan for onboarding changes aimed to grow MAUs.,Netflix,Success Criteria,Complex,Principal PM,5-8 years
"As a Senior PM at Netflix, how would you prioritize a backlog for driver supply to reduce time-to-first-action with finance and engineering disagreeing?",Netflix,Prioritization,Simple,Senior PM,3-5 years
"As a Director at Netflix, how would you prioritize a backlog for onboarding to scale globally with data science and engineering disagreeing?",Netflix,Prioritization,Medium,Director,8 years
"As a Director at Netflix, how would you prioritize a backlog for CRM pipeline to improve retention with engineering and support disagreeing?",Netflix,Prioritization,Complex,Director,8 years
"At Netflix, as a Principal PM, how would you diagnose and resolve declining health metrics for mobile app performance under high risk of abuse?",Netflix,Product Health,Simple,Principal PM,5-8 years
"At Netflix, as a Principal PM, how would you diagnose and resolve declining health metrics for CRM pipeline under regulatory constraints?",Netflix,Product Health,Medium,Principal PM,5-8 years
"At Netflix, as a Principal PM, how would you diagnose and resolve declining health metrics for recommendations under regulatory constraints?",Netflix,Product Health,Complex,Principal PM,5-8 years
"As a Director at Netflix, design an AB test plan for payments to scale globally. How do you handle power, segmentation, and interaction effects?",Netflix,AB Testing,Simple,Director,8 years
"As a Principal PM at Netflix, design an AB test plan for payments to increase revenue. How do you handle power, segmentation, and interaction effects?",Netflix,AB Testing,Medium,Principal PM,5-8 years
"As a Principal PM at Netflix, design an AB test plan for international expansion to grow MAUs. How do you handle power, segmentation, and interaction effects?",Netflix,AB Testing,Complex,Principal PM,5-8 years
"As a Group PM at Netflix, how would you define and execute a multiquarter strategy for creator tools to increase conversion rate? What tradeoffs would you consider under thirdparty dependencies?",Netflix,Strategic,Simple,Group PM,5-8 years
"As a Principal PM at Netflix, how would you define and execute a multiquarter strategy for churn reduction to increase marketplace liquidity? What tradeoffs would you consider under regulatory constraints?",Netflix,Strategic,Medium,Principal PM,5-8 years
"As a APM at Netflix, how would you define and execute a multiquarter strategy for checkout to scale globally? What tradeoffs would you consider under high risk of abuse?",Netflix,Strategic,Complex,APM,0-1 years
"At Netflix, as a APM, how would you align finance and engineering on a contentious roadmap decision for waitlist conversion?",Netflix,Leadership,Simple,APM,0-1 years
